O*NET-SOC Code,Title,Example,Commodity Code,Commodity Title,Hot Technology,In Demand
43-4151.00,Order Clerks,Microsoft Office software,43231513,Office suite software,Y,Y
43-4151.00,Order Clerks,Microsoft Outlook,43233501,Electronic mail software,Y,N
43-4151.00,Order Clerks,Microsoft PowerPoint,43232106,Presentation software,Y,N
43-4151.00,Order Clerks,Microsoft System Center,43233701,Enterprise system management software,N,N
43-4151.00,Order Clerks,Microsoft Word,43232104,Word processing software,Y,N
43-4151.00,Order Clerks,Mozilla Firefox,43232705,Internet browser software,Y,N
43-4151.00,Order Clerks,Oracle JD Edwards EnterpriseOne,43231602,Enterprise resource planning ERP software,N,N
43-4151.00,Order Clerks,Order management software,43231503,Procurement software,N,Y
43-4151.00,Order Clerks,SAP software,43231602,Enterprise resource planning ERP software,Y,N
43-4151.00,Order Clerks,Warehouse management system WMS,43231506,Materials requirements planning logistics and supply chain software,N,N
43-4151.00,Order Clerks,Web browser software,43232705,Internet browser software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",ADP Enterprise HR,43231505,Human resources software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",ADP Workforce Now,43231505,Human resources software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Applicant tracking software,43231505,Human resources software,N,Y
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Blackboard Learn,43232502,Computer based training software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Blackboard Learning System,43232502,Computer based training software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Calendar and scheduling software,43232108,Calendar and scheduling software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Corel WordPerfect Office Suite,43231513,Office suite software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Database software,43232306,Data base user interface and query software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Document management system software,43232202,Document management software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Email software,43233501,Electronic mail software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Employee performance management system,43231505,Human resources software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Employee self-service software,43231505,Human resources software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Enterprise resource planning ERP software,43231602,Enterprise resource planning ERP software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",FileMaker Pro,43232306,Data base user interface and query software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Google Calendar,43232108,Calendar and scheduling software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Google Docs,43232104,Word processing software,Y,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Human resource information system (HRIS),43231505,Human resources software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Human resource management software HRMS,43231505,Human resources software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Learning management system LMS,43232502,Computer based training software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",LinkedIn,43232107,Web page creation and editing software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Microsoft Access,43232306,Data base user interface and query software,Y,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Microsoft Excel,43232110,Spreadsheet software,Y,Y
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Microsoft Internet Explorer,43232705,Internet browser software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Microsoft Office software,43231513,Office suite software,Y,Y
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Microsoft Outlook,43233501,Electronic mail software,Y,Y
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Microsoft PowerPoint,43232106,Presentation software,Y,Y
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Microsoft Publisher,43232112,Desktop publishing software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Microsoft SharePoint,43232202,Document management software,Y,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Microsoft Visio,43231518,Process mapping and design software,Y,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Microsoft Word,43232104,Word processing software,Y,Y
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Oracle HRIS,43231505,Human resources software,N,Y
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Oracle PeopleSoft,43231602,Enterprise resource planning ERP software,Y,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Oracle PeopleSoft Enterprise Employee Self-Service,43231505,Human resources software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Oracle PeopleSoft Enterprise Human Resources,43231505,Human resources software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Oracle Self-Service Human Resources,43231505,Human resources software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Oracle Taleo,43231505,Human resources software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",SAP ERP,43231602,Enterprise resource planning ERP software,Y,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Scanning software,43232111,Optical character reader OCR or scanning software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Ultimate Software UltiPro Workplace,43231505,Human resources software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Word processing software,43232104,Word processing software,N,N
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Workscape HR Service Center,43231505,Human resources software,N,N
43-4171.00,Receptionists and Information Clerks,3M Post-it App,43232104,Word processing software,N,N
43-4171.00,Receptionists and Information Clerks,Alpha Software Alpha Five,43232306,Data base user interface and query software,N,N
43-4171.00,Receptionists and Information Clerks,Appointment scheduling software,43232108,Calendar and scheduling software,N,N
43-4171.00,Receptionists and Information Clerks,Automated information system software,43232306,Data base user interface and query software,N,N
43-4171.00,Receptionists and Information Clerks,Billing software,43231607,Billing and invoicing software,N,N
43-4171.00,Receptionists and Information Clerks,Blackbaud The Raiser's Edge,43232303,Customer relationship management CRM software,N,N
43-4171.00,Receptionists and Information Clerks,Bookkeeping software,43231601,Accounting software,N,N
43-4171.00,Receptionists and Information Clerks,Claim processing system software,43232306,Data base user interface and query software,N,N
43-4171.00,Receptionists and Information Clerks,Corel WordPerfect Office Suite,43231513,Office suite software,N,N
43-4171.00,Receptionists and Information Clerks,Customer relationship management CRM software,43232303,Customer relationship management CRM software,N,N
43-4171.00,Receptionists and Information Clerks,Data entry software,43232306,Data base user interface and query software,N,N
43-4171.00,Receptionists and Information Clerks,Database software,43232306,Data base user interface and query software,N,N
43-4171.00,Receptionists and Information Clerks,Desktop publishing software,43232112,Desktop publishing software,N,N
43-4171.00,Receptionists and Information Clerks,Electronic calendar management software,43232108,Calendar and scheduling software,N,N
43-4171.00,Receptionists and Information Clerks,Electronic health record EHR software,43232610,Medical software,N,N
43-4171.00,Receptionists and Information Clerks,Email software,43233501,Electronic mail software,N,N
43-4171.00,Receptionists and Information Clerks,FileMaker Pro,43232306,Data base user interface and query software,N,N
43-4171.00,Receptionists and Information Clerks,Filing system software,43232202,Document management software,N,N
43-4171.00,Receptionists and Information Clerks,GE Healthcare Centricity EMR,43232610,Medical software,N,N
43-4171.00,Receptionists and Information Clerks,Google Docs,43232104,Word processing software,Y,N
43-4171.00,Receptionists and Information Clerks,Google Drive,43233513,Cloud-based data access and sharing software,N,N
43-4171.00,Receptionists and Information Clerks,HMS,43231605,Time accounting software,N,N
43-4171.00,Receptionists and Information Clerks,IBM Check Processing Control System CPSC,43232306,Data base user interface and query software,N,N
43-4171.00,Receptionists and Information Clerks,IBM Notes,43233501,Electronic mail software,N,N
43-4171.00,Receptionists and Information Clerks,Intrado SchoolMessenger,43233509,Mobile messaging service software,N,N
43-4171.00,Receptionists and Information Clerks,Intuit QuickBooks,43231601,Accounting software,Y,N
43-4171.00,Receptionists and Information Clerks,Kodak Dental Systems Kodak SOFTDENT Practice management software PMS,43232610,Medical software,N,N
43-4171.00,Receptionists and Information Clerks,McKesson Lytec,43232610,Medical software,N,N
43-4171.00,Receptionists and Information Clerks,Medical condition coding software,43232610,Medical software,N,N
43-4171.00,Receptionists and Information Clerks,Medical procedure coding software,43232610,Medical software,N,N
43-4171.00,Receptionists and Information Clerks,Microsoft Dynamics,43232303,Customer relationship management CRM software,N,N
43-4171.00,Receptionists and Information Clerks,Microsoft Excel,43232110,Spreadsheet software,Y,Y
43-4171.00,Receptionists and Information Clerks,Microsoft Office software,43231513,Office suite software,Y,Y
43-4171.00,Receptionists and Information Clerks,Microsoft Outlook,43233501,Electronic mail software,Y,Y
43-4171.00,Receptionists and Information Clerks,Microsoft PowerPoint,43232106,Presentation software,Y,N
43-4171.00,Receptionists and Information Clerks,Microsoft Publisher,43232112,Desktop publishing software,N,N
43-4171.00,Receptionists and Information Clerks,Microsoft SharePoint Server,43232202,Document management software,N,N
43-4171.00,Receptionists and Information Clerks,Microsoft Windows,43233004,Operating system software,Y,N
43-4171.00,Receptionists and Information Clerks,Microsoft Word,43232104,Word processing software,Y,Y
43-4171.00,Receptionists and Information Clerks,St. Paul Travelers e-CARMA,43232306,Data base user interface and query software,N,N
43-4171.00,Receptionists and Information Clerks,Web browser software,43232705,Internet browser software,N,N
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Amadeus Altea Reservation,43232306,Data base user interface and query software,N,N
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Computer reservation system CRS software,43232306,Data base user interface and query software,N,N
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Corel WordPerfect Office Suite,43231513,Office suite software,N,N
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Delphi Technology,43231604,Financial analysis software,N,N
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Email software,43233501,Electronic mail software,N,N
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Galileo 360 Fares,43232306,Data base user interface and query software,N,N
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,GuestServe,43232306,Data base user interface and query software,N,N
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,MICROS Systems MICROS 9700 HMS,43232611,Point of sale POS software,N,N
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,MICROS Systems OPERA Property Management System PMS,43232306,Data base user interface and query software,N,N
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Microsoft Access,43232306,Data base user interface and query software,Y,N
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Microsoft Excel,43232110,Spreadsheet software,Y,Y
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Microsoft Office software,43231513,Office suite software,Y,Y
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Microsoft Outlook,43233501,Electronic mail software,Y,Y
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Microsoft PowerPoint,43232106,Presentation software,Y,N
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Microsoft Word,43232104,Word processing software,Y,N
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Property management system PMS software,43232306,Data base user interface and query software,N,N
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Property scheduling software,43232108,Calendar and scheduling software,N,N
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Sabre Airline Solutions SabreSonic Ticket,43232306,Data base user interface and query software,N,N
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Web browser software,43232705,Internet browser software,N,N
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Worldspan Go!,43232306,Data base user interface and query software,N,N
43-5011.00,Cargo and Freight Agents,Brokerage software,43231503,Procurement software,N,N
43-5011.00,Cargo and Freight Agents,Corel WordPerfect Office Suite,43231513,Office suite software,N,N
43-5011.00,Cargo and Freight Agents,Database software,43232306,Data base user interface and query software,N,N
43-5011.00,Cargo and Freight Agents,Email software,43233501,Electronic mail software,N,N
43-5011.00,Cargo and Freight Agents,Microsoft Excel,43232110,Spreadsheet software,Y,Y
43-5011.00,Cargo and Freight Agents,Microsoft Office software,43231513,Office suite software,Y,Y
43-5011.00,Cargo and Freight Agents,Microsoft OneNote,43232104,Word processing software,N,N
43-5011.00,Cargo and Freight Agents,Microsoft Outlook,43233501,Electronic mail software,Y,Y
43-5011.00,Cargo and Freight Agents,Microsoft PowerPoint,43232106,Presentation software,Y,N
43-5011.00,Cargo and Freight Agents,Microsoft Word,43232104,Word processing software,Y,N
43-5011.00,Cargo and Freight Agents,Operating system software,43233004,Operating system software,N,N
43-5011.00,Cargo and Freight Agents,Posting software,43231508,Inventory management software,N,N
43-5011.00,Cargo and Freight Agents,SAP software,43231602,Enterprise resource planning ERP software,Y,N
43-5011.00,Cargo and Freight Agents,Spreadsheet software,43232110,Spreadsheet software,N,N
43-5011.00,Cargo and Freight Agents,Transportation management software,43233511,Mobile location based services software,N,N
43-5011.00,Cargo and Freight Agents,Transportation management system TMS software,43233511,Mobile location based services software,N,N
43-5011.00,Cargo and Freight Agents,Web browser software,43232705,Internet browser software,N,N
43-5011.00,Cargo and Freight Agents,Web-based dispatch software,43233511,Mobile location based services software,N,N
43-5011.00,Cargo and Freight Agents,Word processing software,43232104,Word processing software,N,N
43-5011.01,Freight Forwarders,AESDirect,43232306,Data base user interface and query software,N,N
43-5011.01,Freight Forwarders,Arcline ArcFreight,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5011.01,Freight Forwarders,CargoWise ediEnterprise,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5011.01,Freight Forwarders,CEDAS Gateway,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5011.01,Freight Forwarders,Email software,43233501,Electronic mail software,N,N
43-5011.01,Freight Forwarders,IES Ecellerate,43232606,Compliance software,N,N
43-5011.01,Freight Forwarders,Kewill Global Trade and Logistics,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5011.01,Freight Forwarders,Manufacturing resource planning MRP software,43231602,Enterprise resource planning ERP software,N,N
43-5011.01,Freight Forwarders,Microsoft Excel,43232110,Spreadsheet software,Y,Y
43-5011.01,Freight Forwarders,Microsoft Office software,43231513,Office suite software,Y,Y
43-5011.01,Freight Forwarders,Microsoft Outlook,43233501,Electronic mail software,Y,Y
43-5011.01,Freight Forwarders,Microsoft PowerPoint,43232106,Presentation software,Y,N
43-5011.01,Freight Forwarders,Microsoft Word,43232104,Word processing software,Y,N
43-5011.01,Freight Forwarders,Oracle JD Edwards EnterpriseOne,43231602,Enterprise resource planning ERP software,N,N
43-5011.01,Freight Forwarders,Order management software,43231503,Procurement software,N,N
43-5011.01,Freight Forwarders,Package tracking software,43232608,Industrial control software,N,N
43-5011.01,Freight Forwarders,QuestaWeb TradeMaster QW,43232606,Compliance software,N,N
43-5011.01,Freight Forwarders,RedBerry Logistics,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5011.01,Freight Forwarders,Riege Software International Procars,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5011.01,Freight Forwarders,SAP software,43231602,Enterprise resource planning ERP software,Y,N
43-5011.01,Freight Forwarders,Star Tec Software Hercules Export,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5011.01,Freight Forwarders,Tailwind Management Systems Tailwind,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5011.01,Freight Forwarders,TMW Enterprise Transportation Management Systems,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5011.01,Freight Forwarders,Web browser software,43232705,Internet browser software,N,N
43-5011.01,Freight Forwarders,Word processing software,43232104,Word processing software,N,N
43-5021.00,Couriers and Messengers,Microsoft Excel,43232110,Spreadsheet software,Y,N
43-5021.00,Couriers and Messengers,Microsoft Office software,43231513,Office suite software,Y,N
43-5021.00,Couriers and Messengers,Microsoft Outlook,43233501,Electronic mail software,Y,N
43-5021.00,Couriers and Messengers,Microsoft Word,43232104,Word processing software,Y,N
43-5021.00,Couriers and Messengers,Route mapping software,43232504,Route navigation software,N,N
43-5031.00,Public Safety Telecommunicators,911 system information databases,43232306,Data base user interface and query software,N,N
43-5031.00,Public Safety Telecommunicators,Computer aided dispatch software,43231501,Helpdesk or call center software,N,N
43-5031.00,Public Safety Telecommunicators,Corel WordPerfect Office Suite,43231513,Office suite software,N,N
43-5031.00,Public Safety Telecommunicators,Geographic information system GIS systems,43232510,Geographic information system,N,N
43-5031.00,Public Safety Telecommunicators,Intrado SchoolMessenger,43233509,Mobile messaging service software,N,N
43-5031.00,Public Safety Telecommunicators,Law enforcement information databases,43232306,Data base user interface and query software,N,N
43-5031.00,Public Safety Telecommunicators,Microsoft Access,43232306,Data base user interface and query software,Y,N
43-5031.00,Public Safety Telecommunicators,Microsoft Excel,43232110,Spreadsheet software,Y,N
43-5031.00,Public Safety Telecommunicators,Microsoft Office software,43231513,Office suite software,Y,Y
43-5031.00,Public Safety Telecommunicators,Microsoft Outlook,43233501,Electronic mail software,Y,N
43-5031.00,Public Safety Telecommunicators,Microsoft PowerPoint,43232106,Presentation software,Y,N
43-5031.00,Public Safety Telecommunicators,Microsoft SharePoint,43232202,Document management software,Y,N
43-5031.00,Public Safety Telecommunicators,Microsoft Word,43232104,Word processing software,Y,N
43-5031.00,Public Safety Telecommunicators,National Crime Information Center (NCIC) database,43232306,Data base user interface and query software,N,N
43-5031.00,Public Safety Telecommunicators,National Law Enforcement Telecommunications System NLETS,43232306,Data base user interface and query software,N,N
43-5031.00,Public Safety Telecommunicators,SAP software,43231602,Enterprise resource planning ERP software,Y,N
43-5031.00,Public Safety Telecommunicators,Spillman Technologies Spillman Computer-Aided Dispatch,43231501,Helpdesk or call center software,N,N
43-5031.00,Public Safety Telecommunicators,Web browser software,43232705,Internet browser software,N,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Air-Trak Cloudberry,43233511,Mobile location based services software,N,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Bornemann Associates Flight Plan,43232601,Aviation ground support software,N,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Command Alkon COMMANDconcrete,43232303,Customer relationship management CRM software,N,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Computer aided design CAD software,43232604,Computer aided design CAD software,N,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Computer aided dispatch software,43231501,Helpdesk or call center software,N,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Computer aided dispatching auto routing software,43231511,Expert system software,N,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Database software,43232306,Data base user interface and query software,N,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Digital Gateway e-automate,43232303,Customer relationship management CRM software,N,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Dr. Dispatch,43233511,Mobile location based services software,N,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Email software,43233501,Electronic mail software,N,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",ESRI ArcIMS,43232510,Geographic information system,N,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Geomechanical design analysis GDA software,43233506,Map creation software,N,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Global positioning system GPS software,43233511,Mobile location based services software,N,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Kronos Workforce Timekeeper,43231605,Time accounting software,Y,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Locomotive distribution software,43232305,Data base reporting software,N,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Microsoft Access,43232306,Data base user interface and query software,Y,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Microsoft Dynamics,43231602,Enterprise resource planning ERP software,N,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Microsoft Excel,43232110,Spreadsheet software,Y,Y
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Microsoft Office software,43231513,Office suite software,Y,Y
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Microsoft Outlook,43233501,Electronic mail software,Y,Y
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Microsoft PowerPoint,43232106,Presentation software,Y,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Microsoft Windows,43233004,Operating system software,Y,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Microsoft Word,43232104,Word processing software,Y,Y
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Rail Traffic Track Warrant Control System,43231511,Expert system software,N,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Resource management software,43233511,Mobile location based services software,N,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Routing software,43232504,Route navigation software,N,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Sabre travel agent software,43232601,Aviation ground support software,N,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",SAP software,43231602,Enterprise resource planning ERP software,Y,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Scheduling software,43232108,Calendar and scheduling software,N,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Situation resource tracking software,43233511,Mobile location based services software,N,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Tangier Sky Scheduler View,43232306,Data base user interface and query software,N,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",TMW PowerSuite,43231602,Enterprise resource planning ERP software,N,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Transportation management software,43233511,Mobile location based services software,N,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Web browser software,43232705,Internet browser software,N,N
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Word processing software,43232104,Word processing software,N,N
43-5041.00,"Meter Readers, Utilities",Billing software,43231607,Billing and invoicing software,N,N
43-5041.00,"Meter Readers, Utilities",Geographic information system GIS systems,43232510,Geographic information system,N,N
43-5041.00,"Meter Readers, Utilities",Graphing software,43232105,Charting software,N,N
43-5041.00,"Meter Readers, Utilities",Mapping software,43233506,Map creation software,N,N
43-5041.00,"Meter Readers, Utilities",Meter reading software,43232305,Data base reporting software,N,N
43-5041.00,"Meter Readers, Utilities",Microsoft Access,43232306,Data base user interface and query software,Y,N
43-5041.00,"Meter Readers, Utilities",Microsoft Excel,43232110,Spreadsheet software,Y,N
43-5041.00,"Meter Readers, Utilities",Microsoft Office software,43231513,Office suite software,Y,Y
43-5041.00,"Meter Readers, Utilities",Microsoft Outlook,43233501,Electronic mail software,Y,N
43-5041.00,"Meter Readers, Utilities",Microsoft PowerPoint,43232106,Presentation software,Y,N
43-5041.00,"Meter Readers, Utilities",Microsoft Windows,43233004,Operating system software,Y,N
43-5041.00,"Meter Readers, Utilities",Microsoft Word,43232104,Word processing software,Y,N
43-5041.00,"Meter Readers, Utilities",Supervisory control and data acquisition SCADA software,43232608,Industrial control software,N,N
43-5041.00,"Meter Readers, Utilities",Word processing software,43232104,Word processing software,N,N
43-5051.00,Postal Service Clerks,Budgeting software,43231601,Accounting software,N,N
43-5051.00,Postal Service Clerks,Delivery operations information system DOIS,43231602,Enterprise resource planning ERP software,N,N
43-5051.00,Postal Service Clerks,Electronic Time Clock ETC,43231605,Time accounting software,N,N
43-5051.00,Postal Service Clerks,Inventory tracking software,43231508,Inventory management software,N,N
43-5051.00,Postal Service Clerks,Microsoft Windows,43233004,Operating system software,Y,N
43-5051.00,Postal Service Clerks,NCR Advanced Store,43232611,Point of sale POS software,N,N
43-5051.00,Postal Service Clerks,Point of sale POS software,43232611,Point of sale POS software,N,N
43-5051.00,Postal Service Clerks,Time and Attendance Collection System TACS,43231505,Human resources software,N,N
43-5052.00,Postal Service Mail Carriers,Address Management System AMS,43232306,Data base user interface and query software,N,N
43-5052.00,Postal Service Mail Carriers,Automated Data Collection System ADCS,43232306,Data base user interface and query software,N,N
43-5052.00,Postal Service Mail Carriers,Delivery operations information system DOIS,43231602,Enterprise resource planning ERP software,N,N
43-5052.00,Postal Service Mail Carriers,Delivery Routing System DRS,43233506,Map creation software,N,N
43-5052.00,Postal Service Mail Carriers,Electronic Time Clock ETC,43231605,Time accounting software,N,N
43-5052.00,Postal Service Mail Carriers,End of Run Report EOR,43232306,Data base user interface and query software,N,N
43-5052.00,Postal Service Mail Carriers,Microsoft Office software,43231513,Office suite software,Y,N
43-5052.00,Postal Service Mail Carriers,Microsoft Windows,43233004,Operating system software,Y,N
43-5052.00,Postal Service Mail Carriers,Microsoft Word,43232104,Word processing software,Y,N
43-5052.00,Postal Service Mail Carriers,Time and Attendance Collection System TACS,43231505,Human resources software,N,N
43-5052.00,Postal Service Mail Carriers,Word processing software,43232104,Word processing software,N,N
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Address Management System AMS,43232306,Data base user interface and query software,N,N
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Automated Package Processing System APPS,43231508,Inventory management software,N,N
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Barcode reader software,43231509,Bar coding software,N,N
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Delivery operations information system DOIS,43231602,Enterprise resource planning ERP software,N,N
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Delivery Routing System DRS,43233506,Map creation software,N,N
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Directory software,43232306,Data base user interface and query software,N,N
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Electronic Time Clock ETC,43231605,Time accounting software,N,N
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Microsoft Excel,43232110,Spreadsheet software,Y,N
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Microsoft Office software,43231513,Office suite software,Y,N
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Microsoft Outlook,43233501,Electronic mail software,Y,N
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Microsoft SharePoint,43232202,Document management software,Y,N
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Microsoft Word,43232104,Word processing software,Y,N
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Multi-line optical character reader OCR software,43232111,Optical character reader OCR or scanning software,N,N
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",NCR Advanced Store,43232611,Point of sale POS software,N,N
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",SAP software,43231602,Enterprise resource planning ERP software,Y,N
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Teradata Database,43232304,Data base management system software,Y,N
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Time and Attendance Collection System TACS,43231505,Human resources software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",ABB Production Planning,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Accvision ABMIS,43231508,Inventory management software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",ADi SmartBOL,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Adobe Acrobat,43232202,Document management software,Y,N
43-5061.00,"Production, Planning, and Expediting Clerks",Adobe Illustrator,43232102,Graphics or photo imaging software,Y,N
